Gene	GSM1304836	GSM1304837	GSM1304838	GSM1304839	GSM1304840	GSM1304841	GSM1304842	GSM1304843	GSM1304844	GSM1304845	GSM1304846	GSM1304847	GSM1304848	GSM1304849	GSM1304850	GSM1304851
Coq9	423.0881	591.1074	530.42185	609.7154	518.510375	579.4963	507.22895	583.91925	311.922805	525.8811	529.74695	466.1948	300.2754	504.30025	424.765435	476.527255
Oxct1	2735.11675	4107.0065	3845.95675	3817.758	5465.7555	7157.8575	7234.4425	6611.9825	1607.233	1204.47825	1426.97525	1292.49875	2057.69875	1719.31525	1619.67375	1707.96525
Acaa2	739.7655	1299.125	1218.1475	1194.365	868.4495	951.09875	1014.66625	964.915	441.22	573.078	592.115	554.14075	412.79325	298.3805	301.80275	291.4255
Coro7	594.68	603.885	596.733	600.261	941.663	950.416	980.105	979.566	585.175	601.2	596.583	597.393	638.339	568.352	535.624	511.152
Mrps10	633.23475	624.503	523.91675	588.11835	526.02455	513.01155	494.307	515.06175	539.86539	890.3504	831.14995	941.9011	479.71465	643.754	745.77455	681.46635
Ndufab1	467.73775	352.9085625	348.463225	336.780625	436.9728375	411.4414875	423.4639625	386.8683125	345.1519625	432.97135	422.6469875	419.9446875	324.1451375	395.3198375	424.739775	387.9478625
Ndufv2	5316.605	5199.91	5124.7725	5084.495	5767.3075	5853.0525	6001.6125	5624.945	4209.4825	5026.905	5428.295	4929.6225	4599.5825	4182.1875	4519.665	3971.7675
Etfb	1640.79	1961.33	1798.45	1811.44	1098.22	1225.92	1231.91	1278.94	869.868	1326.64	1320.71	1296.32	912.116	691.929	647.95	740.751
Slc25a1	1273.88	1336.09	1403.08	1317.91	1217.98	1186.67	1059.18	1185.88	1101.31	1178.47	1208.99	1234.35	1196.13	1262.2	1346.7	1280.71
Rmdn3	708.135	761.6675	744.9205	832.3475	2046.19	2111.99	2008.945	2140.87	723.499	1094.99	1277.23	1105.375	1647.165	2748.265	2769.235	2421.87
Tomm7	1026.575775	1087.136885	1102.570675	1129.968625	1115.799625	1125.7185275	1172.06935	1125.14717	823.450175	979.2785	1050.214075	1129.130125	882.21085	952.8980525	1062.2332425	998.91255
Sdhd	1923.0145	2374.608	2416.5935	2343.9485	3072.375	3398.09	3540.445	3287.15	2078.87	2999.6615	2951.696	3146.62	2529.942	4393.27	4423.575	4708.54
Akirin2	2468.65725	2105.873135	2207.74135	2169.57167	1748.92905	1700.744695	1705.06301	1576.036495	2931.31965	2095.0042	2025.53275	1777.85615	3012.0204	2095.22277	2128.07625	2140.8275
Gper1	22.867575	8.3318175	8.6605775	20.5343325	35.185275	38.80925	25.86045	26.1455	10.6547525	18.53517	45.0008	8.2689225	30.287925	18.711025	29.433825	36.106225
2010107E04Rik	5260.71	5337.54	4990.14	5309.85	6410.79	6630.32	6224.7	6192.13	4762.94	5595.73	5493.92	5437.37	5097.82	4937.43	4949.26	5227.87
Mipep	171.709674	191.37617	184.897475	205.2331	194.94949	201.12949	174.69039	196.840405	153.110995	257.48071	272.7262	228.36599	167.4297	259.590925	304.181	311.48827
Map4k2	209.70575	173.974	158.79175	222.0485	139.4415	194.27425	190.29175	227.85375	93.222325	135.83375	146.491	145.3925	101.887075	157.9573	175.0895	134.203225
Mrpl48	1489.01	1582.61	1601.98	1400.85	1436.37	1250.48	1346.49	1170.21	790.264	1312.67	1116.99	1222.89	866.231	1006.21	1076.6	958.982
Ddit4	188.811	397.723	198.214	162.235	209.621	215.332	163.384	188.151	76.0522	434.35	233.431	294.823	104.542	476.298	321.635	239.642
Ndufb10	3050.6	3516.11	3882.48	3560.67	4252.4	4452.57	4494.33	4280.47	2170.38	3353.02	3170.96	3428.96	2206.77	2671.61	2957.87	2436.44
Trafd1	1863.79	2277.22	2565.83	2942.85	7477.04	7672.29	6910.78	7320.1	8432.36	5465.04	5687.71	5081.13	9205.08	7025.8	7095.27	6543.62
Lonp1	851.148	793.911	776.49	812.761	758.789	727.773	699.112	626.519	610.64	971.908	825.622	848.461	465.032	687.154	858.967	790.271
Zc3hav1	1741.72025	1968.017325	2034.935275	1881.172675	2346.794275	2325.830125	2189.385125	2128.89525	3228.75265	2680.590225	2629.89675	2384.651	3744.23825	3227.28275	2796.7936	3054.576175
March8	1384.73	1651.72	1825.67	1907.25	2148.24	2130.99	2231.55	2093.06	2116.39	1432.34	1517.45	1670.42	1792.93	1192.42	1656.94	1157.56
Acsl3	274.106	289.623	367.846425	329.7544	200.1766	135.62245	131.916675	167.421675	87.093105	76.222075	86.5481	87.6001225	97.88725	82.97385	103.82795	75.05778
Slc25a12	358.25815	302.9952	268.98155	264.81665	758.502	843.56775	783.90705	786.4434	490.941025	482.6724	610.098225	541.3726	749.972575	737.532	705.904175	667.6864
Cisd2	546.223625	637.591525	703.585975	724.64955	927.691125	962.677975	981.730975	953.2002	427.591055	625.35025	566.45075	582.4644	463.101715	682.6962	810.1519	734.0737
Ndufa3	6669.735975	6750.4365	6965.78475	6891.0685	7703.21125	7788.76675	7992.8435	8327.67775	6221.2145	7947.14475	7822.8025	7692.9455	6803.34375	7794.7495	7881.9522	7534.24175
Coq10b	958.8765	815.4825	637.115	772.3105	638.9665	672.515	586.3595	564.5845	1312.824	1211.5095	1196.2455	1235.6725	1110.9905	1241.2415	1222.0115	1317.0625
Malsu1	721.788735	755.451275	746.8889	738.19261	793.17975	803.60644	828.4254	822.1107	616.5649	747.185895	787.09125	734.9022	654.00065	634.9852	716.39565	633.8507
Alkbh7	443.157	583.187	654.725	514.558	577.612	604.977	682.395	645.218	438.787	766.52	611.355	737.477	522.091	682.996	504.052	571.436
Cars2	174.04825	163.479825	227.76815	189.876275	176.744275	194.107625	207.110025	235.343225	90.290775	169.94715	213.0861	224.80065	114.806075	182.0118	132.613475	149.642375
Slirp	4850.12	3590.31	3849.25	3447.62	5717.38	5153.45	5354.74	5150.36	5368.35	6514.12	7916.84	6882.08	6678.49	6896.57	6774.56	6420.76
Mrpl41	947.319505	980.07437	1125.8829	1122.90244	845.41925	940.286955	855.12595	949.6227	913.8288	1326.484425	1163.349995	1179.39404	754.438985	973.05205	1012.364055	998.601725
Ldhd	48.24775	49.92995	58.30395	64.9716	44.0847	38.14165	58.9786	76.9527	53.6948	64.2949	54.87725	83.6486	49.0624	50.48065	57.7581	54.6073
Cox20	2287.51	2412.83	2452.02	2556.97	2249.59	2710.2	2634.44	2093.67	2314.83	2163.9	2406.9	2290.03	1779.67	1558.45	1769.29	1704.33
Uqcrc2	4587.895	4512.21	4674.56	4676.34	5692.385	6275.12	6257.175	6151.96	4268.36	5220.735	5700.885	5454.65	4500.29	4864.575	4954.275	4396.43
Gm6851 	2474.04	2440.16	2324.77	2179.18	1882.73	1728.29	1711.57	1684.28	1779.15	2111.42	2386.38	2235.21	1848.33	1267.23	1382.4	1290.89
Maoa	225.08175	448.5661	416.26185	490.9196	146.91515	163.8951	166.4401	176.7811	185.11315	300.4252	238.0752	251.0502	116.9501	219.24095	150.19035	215.8096
Tamm41	242.60845	289.37635	286.1459	269.3539	282.98375	295.6798	273.076	320.3658	172.34655	262.0387	192.9183	232.37335	184.9446	240.24555	202.8902	252.5855
Ddx28	617.838	692.687	697.079	676.708	565.155	610.957	564.87	546.904	523.153	710.07	629.978	687.337	362.691	510.168	567.472	575.434
Ptms	1059.69515	1412.2228	1602.62205	1552.81865	1211.1004	1140.875	1286.1425	1322.3855	1721.62955	1015.92385	1139.0387	1049.19515	1428.13025	1052.66535	1147.06635	1085.72595
2010309G21Rik	36.89065	95.02765	45.46475	58.7362	10.58106	95.476	43.6135	76.4031	14.314265	18.89595	5.792425	30.393115	31.5643	62.3993	57.71465	53.077505
Ckmt2	7.23852	4.11406	15.338	3.01422	0.669707	10.0619	2.82698	0.97423	0.922437	1.6358	1.10513	18.6024	0.88356	0.680275	1.25812	0.58696
Bri3bp	220.6355	228.27195	220.985215	213.533945	123.9118	186.78615	226.6056	191.297365	53.7085	99.774735	98.40145	93.69485	43.456875	71.71698	75.714965	94.072635
Ndufaf5	317.353	289.027	265.703	262.189	376.44	364.995	436.517	384.307	333.339	383.236	388.017	356.426	285.21	267.715	321.292	295.227
Uqcrc1	5702.54	6051.13	6332.39	6284.0	6130.72	6814.32	6243.69	6220.07	5758.43	6554.47	6312.62	6508.17	5507.26	5815.92	5262.12	5471.07
March5	1855.369875	1799.13825	1672.969225	1673.661125	2985.657375	2720.201875	2793.403125	2735.288875	3166.7765875	2579.745025	3385.83625	2692.2755125	5104.153125	4414.91575	4075.683625	4295.13425
Rps6kb1	410.288440625	456.744025	407.3241125	367.60290625	388.866846875	305.161915625	355.41924375	342.502921875	328.621375	549.4960625	483.4700125	486.181825	376.939421875	415.290796875	382.299315625	393.67796875
Sdhaf2	1471.029	1255.4835	1238.7325	1151.055	1521.497	1409.836	1370.8475	1431.728	2201.345	1605.408	1664.335	1681.802	2238.6	1568.0715	1562.3185	1653.3685
Sirt5	52.29774	51.85839	47.22509375	63.55311	75.938275	79.7722	64.39618	63.8174075	24.2471625	54.8079475	36.459335	45.409565	42.3385375	36.9986425	34.9555525	32.6835
Tril	18.77185	20.3957	21.57185	32.69566	10.549545	20.94244	32.746	27.11675	13.87555	29.15755	4.135695	28.4876	34.03535	49.77915	30.2441	23.7436
Slc25a26	211.01045	322.6155	317.35805	328.7755	193.8571	260.7172	260.711	276.027	203.73785	245.60275	240.5736	213.9309	84.621635	162.6828	206.1129	213.70265
Mzb1	64.7898	80.692	93.8287	88.8195	77.8712	105.426	96.7405	85.9759	114.164	124.789	98.7262	155.38	87.1903	112.724	119.558	129.751
Otud7b	126.4780625	209.461875	182.79975	211.901	110.1681875	186.2515	139.488175	154.6078	150.60295	136.528175	82.3497625	131.568875	220.65685	293.1155	262.6845	304.705875
Slc25a18	38.1316	37.9863	49.1268	23.8475	16.6227	5.60449	22.2469	23.6806	46.1555	26.2737	12.4753	40.3346	8.13952	8.97221	31.1761	5.90248
Bloc1s2	1976.9	2316.59	2272.4	2343.23	2558.45	3078.57	3246.12	3083.64	2732.54	2705.89	2427.71	2421.01	2632.47	2925.21	2857.89	3152.17
Mrpl47	292.299225	200.68719	228.383025	204.58315	394.553125	391.223585	319.2462	310.06955	425.682225	409.96091	427.649705	400.2591	342.0598	340.1762	361.45875	355.4696
Naif1	59.2288	75.719	84.11985	82.4055	93.9837	101.9794	81.95345	122.1099	141.18195	84.4993	91.9156	59.70115	131.3893	101.7182	88.644885	102.80275
Me3	9.54819	30.0043	23.4915	21.7616	2.13244	9.24421	17.9902	36.0099	29.8708	2.11101	17.0624	32.7985	18.3784	4.29492	5.36672	30.7684
Tomm22	2040.615	2144.065	2011.9075	2008.0245	2174.8965	2143.787	2180.349	2164.8265	2277.51	2450.355	2394.885	2134.614	2276.765	2150.732	2437.9	2389.035
Ggnbp1 	569.498	509.076	555.54	572.95	497.163	478.217	493.617	432.687	540.407	500.0	389.53	451.676	376.612	462.44	411.304	433.951
Cox11	320.812175	309.59785	285.38632	310.76412	461.17311	431.61807	455.401545	383.134445	481.22327	592.731475	569.90997	641.78696	527.996495	768.373335	914.49884	725.841375
Ndufaf6	237.898	198.885	191.702	210.447	276.603	312.294	354.213	321.681	210.184	312.46	252.116	305.49	166.957	150.827	212.646	210.124
Nubpl	555.893	643.165	606.564	513.03	493.96	463.124	447.524	562.191	257.118	400.802	413.321	417.083	309.458	384.162	407.244	292.456
Wars2	102.962	162.45	99.75455	146.395	125.85	148.7375	180.887	190.096	88.29675	127.007	100.2446	107.1355	118.8955	113.89	117.775	103.558
Qrsl1	527.5365	433.739	409.418	414.196	620.999	572.7385	661.1715	521.7425	600.786	562.779	549.9605	569.313	449.30835	581.3945	535.1225	504.393
Rhoh	59.67265	100.616765	115.2580075	109.8184775	249.039505	278.1218475	286.604925	241.44369	71.93166	82.89307	98.94767	70.5554175	568.2271575	842.9775125	866.444095	845.3185025
Cox10	158.70395	184.6863	173.59075	178.07315	161.41115	179.24155	157.3744	152.89335	204.979	188.72482	183.546	175.498	179.8269	194.31888	202.73095	232.9369
Them5	10.626685	15.3973775	7.4304275	10.313445	8.0257875	10.7752475	6.3105575	5.8391995	15.032255	12.5022	6.1668825	11.3031725	17.85259	8.93477	5.6532775	15.024195
Tomm40l	577.3505	498.833	579.764	504.8235	756.2165	799.8505	757.384	750.8065	285.3275	445.011	399.2345	521.9625	299.281	419.1815	418.817	400.5355
Rnf125	1.77116	39.1716	41.1165	56.5278	21.819	20.8743	16.3065	24.5046	15.4107	24.8778	39.884	5.29042	27.7098	41.549	3.42211	35.7715
Mrpl55	693.802	743.196	702.306	758.29	777.263	780.524	877.556	847.69	900.507	1149.08	1122.89	1090.08	800.205	743.145	889.642	919.318
Polr3e	331.6234	372.84865	351.9315	319.93	385.852	345.02115	308.357	300.9593	282.05255	347.7711	278.87695	262.28575	247.01345	271.11025	284.29725	310.1489
Slc25a32	264.010425	308.22535	326.465225	361.62385	185.0176	213.668075	214.635975	212.0006	450.089425	373.4144	355.4699	335.88595	375.6311	352.461475	347.62565	385.711475
Plscr1	372.28045	264.4545	282.7547	272.2847	337.57975	279.12795	340.7074	269.24675	385.38625	288.460015	396.83385	378.3886	332.38085	303.39335	377.0557	346.75585
Immt	1073.7385	1110.4305	1052.18125	985.36075	943.83125	1044.0635	1016.13875	1004.82625	1256.6215	1421.04	1387.55325	1337.15175	969.78775	1401.45175	1331.08975	1283.81075
4930423K06Rik	8.04501	13.7766	33.956	15.5019	7.03599	20.3714	2.37819	28.2514	13.1634	15.7256	14.8835	10.7257	1.64999	13.9133	3.00949	8.50292
Sp110	88.28025	113.00475	84.39552	107.2566	275.4486	271.75345	262.176	231.19695	206.51975	227.72625	276.80425	270.5923	208.22175	229.7627	205.0065	95.721425
Mthfd2l	182.5770625	165.38185	164.195875	207.38885	113.6141375	96.5733125	124.460575	135.1714625	119.28355	213.581375	175.942375	207.606375	83.7801625	60.936425	95.4594625	101.2700375
Mgme1	220.8889	199.66345	230.792	221.43575	165.71285	152.99925	133.43775	148.2445	172.50315	135.67555	145.6335	120.5775	171.701	148.5471	179.5653	155.7797
Polr3f	204.92795625	203.57685	169.48641875	182.00399375	178.2143125	173.7443875	132.90743125	163.08738125	166.966975	170.36405625	147.35738125	195.31975	178.73316875	186.8567375	182.23473125	166.746325
Cox7b2	10.9807	7.59176	4.48209	5.03816	9.62207	8.76086	0.388028	3.8939	2.78126	14.6225	1.35732	1.87282	2.74099	1.88178	1.13721	10.2501
Mterf1a	174.28	206.556	295.189	256.755	143.711	252.446	182.156	152.248	232.137	282.194	201.931	284.094	166.603	206.813	139.198	166.082
Gm4943 	1716.81185	1399.2851	1342.3943	1329.8798	1937.90165	2019.72295	1755.71735	1763.27765	2026.4307	2196.90795	2114.71925	2189.9334	2285.1057	2219.51225	2265.1764	2261.67885
Pmpcb	1172.742	1364.9445	1400.5125	1347.966	1644.465	1788.155	1983.705	1894.17	1228.925	1222.2175	1394.817	1365.8425	1690.005	1468.445	1505.26	1299.803
Crls1	1060.3885	986.5855	877.1665	983.698	1119.745	1135.542	1117.0495	1056.169	513.8865	660.256	615.797	610.8745	562.1485	660.878	726.717	670.251
Cabs1	0.872606	27.5543	15.6956	5.25563	18.1865	25.6398	3.81459	5.12617	2.21456	4.05249	2.52373	2.71375	5.43547	2.13892	17.9547	2.65843
Faim3	37.6962	75.4995	58.2069	72.0097	33.5455	42.1005	22.2553	29.9393	48.9481	57.6708	22.9675	46.1583	45.0684	64.8669	30.0025	31.1802
Il31	9.68878	1.16462	28.872	0.95144	2.27727	1.03467	0.747406	19.9045	1.0483	1.55354	1.74434	1.39802	13.9301	21.4381	0.81976	3.59125
Snx27	655.2065	1186.555	1205.495	1170.9695	312.0715	394.3615	341.96	336.113	564.634	470.399	416.1115	389.8225	412.933	342.9375	280.0555	405.1735
Fcnb	77.4761	80.7578	74.5261	56.6367	33.9971	69.515	63.2003	122.911	64.5407	95.2361	26.1141	64.2135	76.0497	121.945	61.789	53.3743
Mrps15	1934.514225	2103.313695	1964.03705	2097.7282	2285.223165	2746.74685	2616.440025	2318.2444	1309.2354725	1628.26674	1689.91616	1685.901105	1287.2169325	1341.26193	1409.1610875	1244.79511
Fndc1	20.644155	30.22565	18.313855	23.66995	10.851215	29.0665	30.4114	38.33315	32.466995	27.117275	38.828885	5.75277	24.562285	46.2301	4.385835	21.57795
Yars2	343.403	386.906	380.8255	354.8155	411.2435	377.623	436.162	359.219	320.74	411.6385	428.883	453.513	229.836	380.393	370.9495	379.0725
Cstad	25.4492	48.5378	41.0501	54.317	14.6266	24.7239	6.24213	33.0387	7.46377	4.05348	2.76866	4.24237	5.12176	3.94587	11.2708	6.4831
Card11	181.40825	112.46015	118.37775	74.7447	250.4261	231.14495	240.97485	215.906	114.9494	42.3462	19.77211	28.1317	28.51896	24.570665	8.216725	7.62486
Mtg2	105.619425	142.842475	112.41995	111.677275	81.262725	95.7776875	75.1868	89.2489	145.5829	186.8587125	127.86275	130.437975	83.3028	158.083	117.110725	116.007325
Fdx1l 	1492.33	1221.83	1304.69	1293.74	1195.49	1259.39	1114.57	1172.93	840.05	1221.05	980.132	1162.31	708.871	1000.95	1149.07	1151.12
Sco1	251.641	196.959	202.04	230.596	477.473	429.81	376.796	510.301	583.247	494.874	469.715	428.365	977.866	632.531	544.688	489.781
Spata18	4.7423	3.6933	6.33149	5.03273	3.51569	24.4298	8.18618	7.54531	7.91988	1.09987	4.30453	10.3327	6.30022	8.41613	5.35822	7.96023
Gm21464 	14.0416	2.3452	9.63712	5.81609	1.29995	2.32798	31.3113	19.9094	3.58503	1.3539	2.05139	34.2474	16.2649	22.4541	4.00895	24.3759
Daf2 	1.35563	21.6499	2.19425	1.63102	1.38957	3.43742	3.02062	4.45863	15.959	2.615	1.43924	10.9818	4.64768	25.7545	1.99729	4.67334
Mtch2	1083.82981438	1194.12781969	1161.39808031	1163.47002834	1183.42569	1340.76724141	1410.46154375	1242.03266481	1002.28695844	1224.16792362	1077.94933094	1121.343512	1005.19863344	1231.21782841	1469.37273094	1122.60814453
Mtx2	1910.12	1746.74	1882.82	1822.07	1741.53	1606.06	1604.77	1548.25	1895.1	1930.28	1914.31	1933.27	2088.54	2048.91	2166.54	1908.65
Zfr2	26.23725	31.83415	11.9851	27.7561	15.75795	4.752835	13.5685	26.93245	23.709585	17.72035	23.27473	9.53853	21.26054	24.98155	24.8446	22.15066
Mrpl38	276.14	242.622275	245.83745	239.145875	234.83525	241.64125	243.19195	238.274745	201.67385	278.080725	261.00125	357.15625	214.55195	287.79535	324.4051	337.4287
Prkar2b	867.7975	408.12875	339.31375	364.97925	321.953	188.280625	193.50015	185.03275	422.502	1046.91575	915.3435	1408.0035	248.145	438.56025	518.27075	485.51275
Irak3	1801.833	375.6386	375.6545	352.72255	495.93	184.72715	214.14745	181.2858	4649.5565	3827.6855	3733.593	3370.866	3426.656	1267.299	1304.8705	1398.0305
Ndufa13	9175.46	8716.19	8723.24	9604.37	11455.7	11338.6	11080.5	10820.7	6534.22	8272.67	7791.87	8199.76	6287.57	7000.02	7820.47	7267.21
Trim14	1087.7988	863.07635	982.06845	846.36926	1361.82925	1395.2305	1258.4329	1220.84985	2735.5242	1798.06575	2057.67915	1754.6097	2839.3731	1110.2498	1230.88	1048.2292
H2-Q5	332.18835	49.53375	49.27444	47.09834	1512.2305	795.93825	493.71025	379.584165	4465.281905	2975.38495	4171.9262	2957.40045	5646.7015	2654.854515	3169.32915	2544.53405
Lyrm7	3.97419	2.1015	1.84363	7.16052	2.6391	1.85979	7.78872	1.42746	2.65738	6.42891	20.6814	4.93123	5.08799	13.4762	7.37887	27.3999
Tmem256	4714.05	5138.81	5362.9	5349.6	4617.56	4714.2	4597.84	4555.02	3962.33	4230.55	4713.15	4265.32	3947.48	4202.98	4623.55	4390.03
H2-Q6 	1522.15	345.424	312.688	344.296	9209.04	5747.56	3707.52	2792.32	33185.3	24084.9	25645.7	23925.8	33122.6	25141.2	27685.4	24684.0
Mtx3	167.533525	243.163275	226.357225	244.321775	180.122825	201.6856	199.086825	220.767925	51.09735	141.946	105.82895	132.991625	37.851	98.36585	91.28655	82.826775
Plscr3	835.9505	840.0265	903.9615	782.6455	1017.8915	959.7715	1067.695	1053.0555	519.999	533.009	723.9795	676.8915	511.7065	472.324	524.328	511.0395
Herc6	342.420125	281.003125	272.517375	257.67975	1450.019875	1831.52675	1460.2855	1592.62975	6163.12	3630.70125	4535.44125	3965.03375	7808.8075	4663.0675	4129.57375	4393.45
Tars2	406.1775	381.331	277.805	316.9455	415.7645	418.5825	360.09	387.4285	143.0165	372.851	340.91	364.202	141.4665	315.6315	261.5525	247.243
Aifm2	219.227475	247.8188	294.200525	257.3818	174.624375	240.734	210.144	259.0105	147.87775	300.24825	287.89	322.6705	140.6435	316.5575	282.84775	340.637
Ulbp1	34.9574	40.0285	37.9468	38.0514	54.4663	29.9397	34.3399	48.1577	109.374	47.4031	48.0257	67.3921	112.144	84.0235	55.8186	75.1382
Ggnbp1	25.924735	44.365025	13.3225	50.9545	13.52589	29.650765	10.315595	23.55445	25.71825	28.2518	5.27533	51.8736	37.75645	19.58473	40.6459	19.515125
Slc25a27	15.4412075	29.4509975	22.538935	29.1153375	20.64339	22.8862275	20.5389475	10.2598075	18.1816625	9.90549125	18.5459025	6.7185375	13.344455	18.157445	8.39394	12.44389
Chchd3	321.7968	372.67815	383.80445	377.81865	449.76915	527.97925	504.179	480.2787	333.59245	352.944675	322.3742	396.79235	267.86715	342.95885	367.49335	344.184925
Spns1	398.925	573.976	636.323	547.176	297.958	331.294	340.917	442.625	376.746	475.343	474.626	410.684	342.025	384.639	392.201	444.108
Fars2	334.8605	442.8515	429.856	382.741	456.3365	479.1305	504.237	600.814	369.328	425.353	420.56	376.8295	292.221	318.911	347.893	322.1835
1110007C09Rik	4493.1	4126.98	4156.27	4325.67	3082.83	2230.81	2388.98	2624.48	4436.94	4120.06	3355.37	3662.38	5741.9	9115.26	9221.85	9320.23
Prcp	1353.7291375	1619.9838375	1577.8089875	1641.1010875	2147.65885	2130.7794375	2261.7797875	2214.344625	951.1210125	827.9850375	851.4237625	903.3590875	968.227575	1387.8475375	1325.352275	1349.792325
March1	958.66085	919.61545	1142.998275	995.662375	1776.87203	1397.5242175	1649.82195	1516.95115	2563.6573	4959.08075	5251.64155	4634.837625	3879.211525	4247.757285	4272.29314	3616.7764375
Tbkbp1	306.613	256.0785	268.37645	281.247	358.196	418.033	360.805	424.81	279.7935	402.6105	338.3735	334.976	344.313	404.9865	440.127	451.1865
Lrrk2	84.7792	154.258	135.324	127.024	116.333	384.931	334.763	386.119	120.899	360.052	291.213	445.759	109.539	199.887	188.069	293.481
Prelid1	5866.32433125	5983.36875	5595.9017875	5793.9401125	6609.55485625	7226.1716875	7119.59069375	7123.374875	7615.65638125	8790.9649375	8112.8499375	8405.684	8658.1075	10858.0145625	11250.09175	11923.366125
Tomm20l	1.42932	24.9134	4.61244	10.5631	2.76146	26.7352	23.304	29.7613	18.3401	3.17519	9.98983	12.9267	5.81669	9.87254	5.50756	9.00335
4933437I04Rik	3.75317	2.01917	4.45869	1.94917	1.37017	13.6555	5.44262	1.45754	6.10666	5.24411	4.09782	5.17928	6.53204	5.64064	3.11471	1.15115
Timm8b	1039.71	1302.68	1392.69	1354.21	1089.93	1178.55	1168.85	1157.53	1020.38	1881.08	1535.79	1604.56	1091.85	1811.75	1948.85	2022.65
Ndufc2	61.9833	84.391	121.451	111.397	106.708	62.2433	101.804	61.495	56.8209	61.7036	46.0546	76.6023	63.7772	46.7636	54.2637	107.1
Entpd4 	2.38952	2.11117	3.24197	4.21414	3.15921	2.0874	5.47792	5.59431	5.83266	1.41082	6.16872	2.05554	4.27981	4.61503	2.8448	3.071
