Gene	GSM1304836	GSM1304837	GSM1304838	GSM1304839	GSM1304840	GSM1304841	GSM1304842	GSM1304843	GSM1304844	GSM1304845	GSM1304846	GSM1304847	GSM1304848	GSM1304849	GSM1304850	GSM1304851
Gm13271 	37.533	36.8843	19.6693	60.1084	42.9336	12.5657	47.6231	73.0027	55.0016	14.6566	40.0108	21.6832	76.7841	77.057	65.5112	63.7975
Cd8a	24.92828125	28.64915875	33.071829125	33.80466625	21.414559625	13.639605	37.51630625	30.04947	33.68927875	31.8716875	21.7252475	32.428945	48.07761875	22.02980125	18.63667	18.05952875
H2-K1	17641.999	15786.412	16868.9165	17590.552	19974.05	19414.785	19663.64	21823.675	24572.685	20752.7475	22771.175	22367.29	25552.555	23255.04	21855.935	22731.015
Enpp3	8.951824625	24.219815625	13.903160625	14.0156525	8.33256875	15.85190375	18.7932865	25.88310725	36.9980875	6.543415625	7.3243225	21.156446375	23.89829875	19.294831875	26.26767875	20.6644075
Itgal	2171.0955	381.5752	488.167	694.54	2550.0705	1799.973	2019.296	2340.9845	3693.9475	1488.576	2201.8	2051.72	4800.868	1747.4885	2222.614	2392.483
Oas3	565.143	269.559	191.961	234.482	946.775	1177.52	876.857	793.658	2771.54	2257.4	2614.64	2376.89	2600.11	1636.29	1679.29	2029.25
Igh 	26.7292	58.635	27.6327	36.7275	45.9018	65.3143	28.8396	40.9744	28.4688	63.3818	37.1724	31.5762	34.7614	74.0031	29.9776	52.1369
Lck	13.258563375	13.39533625	21.2308175	40.69134075	38.998390375	21.17517625	43.60893875	44.12672325	38.2599825	33.196925	50.5652135	45.291958625	56.231534625	50.72828875	72.02797125	37.6430375
Hist1h2bf 	39.9717	20.908	26.1855	21.082	5.73611	7.12584	31.6122	21.6015	57.8766	22.0701	7.75186	29.7654	41.8573	33.1933	49.8102	11.2289
Mfsd7b	2623.93045	5036.53865	5949.0046	6773.57275	1897.12813	2043.04195	2008.83465	1844.47365	4088.7246	3773.71505	3792.9493	3770.30715	3709.236965	4717.6003	4973.477	4531.06075
Adar	480.6845	333.364	342.951	341.107	682.958	692.3465	522.29925	587.5905	1273.5015	1052.2785	1010.438	1060.4225	1390.615	1110.6165	858.9885	963.3675
Clec4a2 	14113.0	6604.83	6188.41	6450.96	3428.11	1965.39	1925.21	1917.93	9865.16	7998.61	7310.61	5653.91	8345.31	1671.66	1628.57	1222.18
Il12a	3.20041	4.34426	22.2176	43.398	41.8576	13.0094	30.8656	8.92643	14.4739	106.718	86.8568	214.94	47.4832	21.3167	11.0384	10.1081
H2-Ab1	1007.61525	1949.9825	2320.6825	2130.2525	23784.3	26834.975	25919.7	28549.775	389.9985	3313.0575	2983.4925	3248.5675	853.45825	12408.6625	12168.6125	14221.585
Bmpr1a	15.2698125	29.879875625	26.649266875	12.943906875	8.34925	44.35970875	24.386069375	20.493905	23.75345375	23.802134375	38.269631875	32.885773125	7.615643125	28.286683125	25.07007375	38.649920625
Cd74	3386.5	7353.58	9662.72	8870.18	29100.2	28875.2	29895.2	33294.1	1651.93	6764.31	6204.8	6464.93	3326.66	23104.3	23153.2	24880.1
Lst1	12481.7	4260.87	6116.47	5170.02	12429.2	8951.54	8900.57	9220.2	19093.1	11513.8	13933.3	12165.0	18944.4	8839.78	10410.2	9916.64
Acsm3	11.3889	22.842	26.7452	19.5327	3.66617	3.56749	2.84004	14.0304	7.57083	22.7647	25.1879	35.3887	20.759	14.9945	4.71662	23.8389
LOC102641972 	2249.8125	846.87855	1018.43855	915.78315	1720.05375	1054.7821	1044.3064	978.3881	1966.82625	1451.22675	1727.76275	1571.434	2090.71275	1099.54475	1054.7975	1021.06875
Gm11787 	8092.6425	4344.3775	5322.065	4920.451	11185.185	10501.295	9830.2875	9789.0075	10870.7275	5771.9425	6797.0975	5564.605	13025.3175	6168.7575	7128.73	6088.395
Dusp3	1258.8425	1847.52225	1887.5165	1903.0405	694.91975	847.5945	775.227	799.14475	841.785	901.04775	778.514	804.2375	759.63975	946.105	933.56025	1016.8775
Galnt2	1431.6205	1324.64125	1342.503	1302.9365	2395.8465	1503.85575	1574.608	1554.16675	1451.2975	1376.12225	1433.54925	1263.60025	1660.482	1058.95875	999.265	806.27625
H2-D1	4300.25123953	4002.43798281	4006.03396344	4512.69972969	4655.1004	4366.1229	4282.15034375	4891.10527187	5188.12641562	4850.45701719	5208.06528438	5002.08410156	5439.66750938	5199.57100469	4964.12852969	5214.49502656
Tgfbr3	21.98669	105.138	58.960115	68.89595	5.63739	60.445	22.29276	33.98785	14.397145	27.8238	5.575895	20.39812	11.51252	11.088345	19.89427	16.654875
Trim35	3000.42725	3032.9335	2939.706175	2785.709875	1603.03845	1991.410475	1889.735	1860.217925	2143.553175	2329.91365	2167.2266	2267.4139	2273.44185	2359.53185	2325.473	2609.35885
Il13ra1	134.26454375	171.3858875	170.002225	193.46256875	203.7853875	258.28205	252.407175	258.974225	122.279525	322.40688125	321.385925	332.1624875	285.90215	966.47811875	883.0685	998.1341375
Adap2	2044.415	1922.16	1784.885	1683.6055	2564.25	1963.63	1857.83	1905.46	3131.935	1926.81	2184.665	1866.92	4310.275	2374.005	2106.75	1569.765
Mapk8ip1	16.00137	6.5804	13.504865	27.21658	11.085945	18.9456	27.78095	40.998055	8.30513	10.448205	16.01085	22.553155	12.14645	10.24479	7.32796	9.43063
Il1f8	27.3903	14.5816	21.4493	45.8739	35.5	42.397	40.7473	33.197	27.6767	25.8066	45.6946	23.0499	85.4349	40.3673	42.268	41.9081
Iigp1b	21.6051	24.2403	4.26987	7.99232	72.908	100.345	112.229	102.002	63.0677	33.5718	44.1478	57.5605	128.466	117.914	133.319	103.068
Jak3	122.66	98.8645	92.1536	104.774	169.196	153.208	122.681	185.593	179.111	164.913	235.471	184.328	165.621	164.951	134.649	195.36
Ung	238.329	114.379	148.296	125.198	154.987	198.418	180.083	229.864	65.7126	67.175	55.6674	80.9679	52.8262	66.0448	71.9351	45.79
Txk	34.6524	4.46641	17.3768	63.9814	4.77342	5.63735	4.75866	44.7138	39.5795	1.10554	30.5426	13.6752	49.5449	3.29995	3.60143	33.4778
Nkx2-3	39.8111125	50.044275	25.3607175	67.7686025	40.9668	48.2356175	56.7240825	52.29559	59.639675	34.7194575	28.3566775	73.305025	43.2094575	51.852925	29.968075	44.3855725
Psen2	1234.3285	1280.476075	1178.22415	1142.45195	1725.24145	1547.075	1513.927925	1565.4394	1282.10435	1013.66575	1179.678475	1131.211075	1332.6245	1927.41415	2064.453375	1979.087525
Fcamr	2.75336	4.9656	7.37234	3.9888	3.70852	3.79405	6.24837	4.23654	5.26605	2.27057	5.01109	4.3659	4.0617	6.40911	4.29381	14.8465
Ifng	16.6587	15.6788	5.44762	3.67467	1.8173	2.71015	2.28847	9.04704	2.67169	4.2775	11.8005	11.9732	13.2343	17.6577	18.6892	20.1205
Htt	209.4254	199.787525	196.838575	201.464475	294.007425	367.5157	320.60845	370.4756975	181.5814125	240.5409	228.672325	240.98225	263.6904	336.330025	279.655955	307.29155
Eomes	17.979265	25.889	4.85102	16.62056	15.61418	11.947335	11.26687	9.68946	19.85905	6.033795	12.611625	18.52792	4.72302	3.92501	22.86765	2.360825
Ccar2	572.162	667.07	654.147	545.567	501.978	570.729	457.197	569.263	323.629	471.723	461.777	426.391	415.955	490.334	426.634	516.1
Prkcq	3.26977	6.05909	4.98038	2.10547	25.2702	24.9142	5.38096	20.8173	5.61558	3.29831	4.64086	3.92303	6.39765	4.31161	5.76252	4.42458
ND5	8715.0	12876.0	12685.9	11500.3	5807.8	9650.58	10061.9	11320.9	4207.49	7813.05	8102.08	9552.98	6092.6	9751.92	8889.82	10610.0
Rhbdl1	43.838	99.7213	82.1154	86.9482	42.3629	80.9432	46.1181	47.1799	37.8366	53.0894	71.7019	85.2754	86.2093	51.5914	50.9949	50.2533
Tk2	1263.66	1419.29	1826.94	1543.64	1121.35	961.697	1186.88	1154.84	447.987	512.254	582.8	525.785	533.843	685.414	752.317	593.247
Esr2	3.44206	29.8066	3.48683	22.2844	25.3595	8.38189	4.72845	3.61654	5.56686	11.6743	33.2866	27.3504	15.9805	13.7033	3.94971	8.99835
Tomm40	1335.44	1131.65	950.776	1022.83	1091.55	1037.37	1013.05	1009.49	880.817	1292.59	1188.32	1100.22	741.518	1134.81	1247.95	1260.27
Lat2	833.3085275	1232.7806425	1242.591695	1311.7781125	1082.6382375	1216.06665	1178.8225875	1231.015315	831.546775	605.23161	649.33605	621.150495	591.56205	737.6002325	662.145745	595.506505
Cd8b1	4.54872	2.88349	14.7959	7.18869	24.7309	27.3702	31.4233	14.4306	7.65325	4.45949	15.4651	34.1054	21.4927	24.7568	9.75023	31.4093
Ighm	324.44746625	259.56971125	383.19091875	389.71793125	1122.15860688	1016.14669625	1002.50164375	797.524965625	20.9025	39.2727625	21.4270725	38.946066875	31.49652375	25.309548125	34.76358375	43.3708529375
Igh-VJ558	1.01163	6.50434	0.687835	1.43268	2.6117	1.35013	1.77662	3.52916	1.92201	0.888881	9.97415	1.07622	9.58672	10.0282	2.4025	1.26552
Ighg3	10.2313775	26.559387875	28.75431125	11.7705285	20.08733425	30.300652	15.605321375	25.6713275	21.955004875	15.380154125	14.813225625	19.15088625	15.39719125	25.072741875	19.76685325	28.360585375
Slc35f6	522.6315	637.9249	625.23575	602.2386	487.9488	493.7915	528.7666	503.9447	886.8396	728.6005	770.7125	730.38825	966.59495	1218.7341	1286.37335	1107.28565
Rbp4	30.1665	44.9937	20.8544	26.5966	62.8743	22.3335	13.4907	42.7083	29.5172	41.586	30.4377	33.1337	37.9448	46.3538	37.586	4.7768
Timm17a	2964.07	2330.59	2536.74	2141.78	2509.19	2470.37	2229.48	1915.35	3909.04	4657.01	4997.75	4415.86	4096.08	4145.16	4371.14	4117.41
Dlat	717.20625	802.4075	855.064	760.0555	864.463	1014.264	958.2215	931.868	561.04125	1083.149	1115.9635	1055.5385	583.56675	715.20725	796.6175	732.84125
Ifih1	2560.09	1845.4	1821.04	1860.24	3966.36	4113.64	3576.99	3248.07	13643.2	9073.67	11744.0	10171.5	16462.2	7527.51	6867.01	7092.58
Tcf3	107.914435	136.2203	168.959635	159.3192	154.87705	175.85685	163.96765	154.58042	80.96139	134.180115	112.077495	122.554465	85.33173	84.5343125	99.16909	110.604055
Bcl2l11	1292.0271875	1557.8380625	1736.404875	1488.012125	1503.9281875	953.722375	952.3254375	1000.71375	936.654	460.726875	558.442	506.5945625	660.387125	408.3835	412.65425	430.5064375
Slc1a3	6.4823426875	21.1791978125	6.45534875	5.7815303125	6.2966525	4.13385025	4.54598375	4.35502875	12.7583521875	7.8077896875	4.5441084375	9.32068	7.193478125	10.226235625	5.3703665625	8.159475625
Hspd1	6154.56	5658.11	4772.16	5075.89	4304.86	4548.88	3905.81	3545.39	3955.89	5875.24	5038.56	5771.07	3124.88	4175.09	4333.21	4487.61
Pdk3	185.51	328.109	392.287	303.338	297.268	523.147	545.968	586.587	201.801	367.641	407.981	540.163	261.015	496.767	671.254	448.885
Rnf7	4515.39	4128.825	4357.07	4236.055	3871.365	3794.915	4706.135	3916.795	3319.255	3587.8	3685.4	3605.19	3633.34	3856.56	4937.6	5111.56
Shmt2	313.9718375	233.6432375	230.820975	234.144125	259.9492125	238.1741	243.0009875	256.3259	139.905575	256.428275	200.99475	192.0734125	112.3505125	124.353325	109.511525	240.631375
Plcl2	924.828	1056.41	1025.94	1083.44	1199.96	933.058	1112.53	1080.3	3887.33	1851.42	2107.92	1658.76	4515.86	2762.21	2191.45	2496.8
Pitrm1	613.1815	537.3555	628.525	593.2515	478.953	471.1845	486.9725	423.1795	537.974	443.7995	425.2475	404.172	434.6485	399.209	398.259	409.995
Cnpy3	671.128	558.252	696.914	796.036	902.736	1071.67	959.7	1131.69	629.655	971.647	893.935	872.896	644.141	831.128	835.06	819.971
Herc2	126.084075	134.773025	122.58147	126.8126175	88.158345	98.9817375	103.9415025	101.8250375	118.709875	94.9825825	85.1177575	110.1541875	113.0599875	79.795065	90.351105	127.1275275
Susd2	7.7395	5.88553	21.8067	18.9393	2.898	8.56603	9.38387	45.6605	4.60536	40.4502	66.7155	76.5101	15.3991	22.4989	17.3387	8.2942
Hadhb	2095.167	2682.8276	2673.92045	2516.5867	3066.762	3486.7826	3760.4238	3283.09565	1227.79816	1482.0702	1658.7295	1542.8413	1414.12425	1978.3447	2059.93205	1938.4457
Trp53	14.5767004114	2.0552847041	1.87810974609	3.5521404895	2.77013288892	2.07201745483	1.43427967725	5.81829880005	1.70143460303	14.417459593	8.68074198267	0.99287720459	10.6174586016	2.4491202981	5.94974937622	2.2666477981
Igf1r	93.28105625	250.492	208.9566875	278.2854	70.4963175	111.755225	100.362195	110.3834625	45.07065625	74.7027375	43.1917	68.223175	22.092723125	64.668165	68.59213125	61.5959
Me2	134.610025	162.376225	159.253275	156.50765	119.864955	140.879375	179.29465	154.204	87.448025	147.91685	115.21909	138.9684	85.176785	185.704775	240.0051	222.822425
Ptpmt1	2816.66	2026.55	2251.26	2307.25	2926.3	2800.88	2585.07	2710.28	2406.14	2977.87	2908.67	2604.19	2184.77	3057.27	2927.18	3195.25
Atf2	1213.4932875	1069.397575	1261.962975	1169.233275	1019.078	975.9001125	972.9856875	924.89675	721.77095	1012.332125	1027.6020875	918.5731	736.0334875	1082.8243	1136.795605	1104.425125
Sord	931.654	1282.6455	1326.683	1405.087	929.16	925.892	924.1135	874.3985	504.3905	600.059	481.1975	522.811	387.8195	372.64	286.7765	321.758
Slc25a11	3114.65	3097.7	2921.17	3145.99	2882.06	2666.47	2661.28	2885.85	3161.53	4007.14	4034.29	4077.27	3011.92	3503.49	3766.91	3698.36
Gfm2	135.17375	147.85225	136.08865	138.17285	145.59905	140.58405	140.5018	143.35955	155.98195	144.26845	130.1278	197.73705	148.80085	138.5971	166.52845	173.61945
Aim2	191.221	177.667	257.555	317.799	896.09	628.189	1072.41	489.498	658.627	176.226	533.87	442.752	689.943	761.353	657.655	374.655
Ppp2r2b	2.217209	7.29372	20.3175	13.1768	4.048685	15.9069	7.74478	2.89249	6.754245	16.3739	6.25046	4.101205	11.221485	5.058245	9.36699	20.5903
Hsp90aa1	4362.7071425	3386.8837875	3281.1197125	3254.01914375	3250.65944062	3439.6510575	3254.6470375	3251.99715	4379.918275	3680.4468275	3793.20901875	4308.3429875	5157.47739375	5033.74250563	5753.0823125	6023.299885
Mrpl44	1120.2365	1347.088875	1275.96675	1319.509	1330.452875	1503.896875	1425.17325	1492.99475	1246.35575	1439.416375	1546.168375	1484.8745	1055.698	1122.6905	1153.249375	1054.37425
Sdha	1305.1039	1391.694625	1370.74660225	1369.21765	1348.2149575	1375.71985	1386.7705925	1382.298885	966.1716675	1135.57255	1088.6999025	1081.880425	894.7551475	1033.8513375	1073.263475	1063.3623475
Cox15	292.681975	419.5985	442.79685	435.88125	374.02065	518.3805	603.831925	516.870425	404.40055	400.44225	464.291725	491.56125	318.492575	410.208525	436.919125	372.585075
Tdrd7	1313.78173	1112.37698	1020.199905	991.9944	969.277385	1095.511775	1107.25545	1062.991375	3359.13837	2136.029125	2652.12297	2474.594615	2900.50407	1595.02111	1530.77874	1698.53754
Iars2	440.15185	466.4037	436.66135	431.7783	402.21365	362.5658	360.11715	408.90175	348.7621	350.51665	377.0004	463.91605	249.18062	442.864	388.91875	391.92595
Atp5f1	11736.24	11078.11	11995.79	11303.63	13496.41	14026.625	14636.09	14232.43	11784.205	11340.07	12369.295	12541.225	12457.155	12829.375	13564.355	12972.78
Mfn1	531.5535	653.3285	603.064	691.348	555.405	668.267	734.564	640.899	508.465	517.421	571.93	533.994	515.233	565.672	587.8005	652.1615
Lgals3	28982.2	29230.9	32016.1	32825.0	28944.8	29006.4	26998.7	30585.6	30629.2	31072.3	33385.8	31036.2	34999.4	32145.3	28928.7	33160.1
Rhot2	197.654	250.871	238.169	210.984	248.725	205.709	215.997	217.533	317.049	210.665	185.317	266.3	219.948	179.115	234.018	205.904
Sirt4	182.469	170.675	108.014	163.422	150.316	139.437	126.743	178.587	52.4145	183.184	182.243	188.659	122.659	166.97	158.324	129.36
Slc25a45	1985.37	1501.08	1414.84	1520.65	2089.03	1721.55	1696.48	1897.46	1365.89	1266.58	1572.05	1317.7	1374.97	1575.74	1657.3	1368.25
Bdh1	32.82391	35.069035	41.0197	4.954225	56.8462	39.12225	19.9727	46.26695	30.40279	25.415785	15.7265	50.13622	5.948445	5.439955	3.71407	3.91499
Mlxip	684.794	982.865	752.893	869.874	1129.52	1066.41	854.611	1001.34	778.522	776.408	735.434	609.782	1098.7	1008.89	769.523	951.408
Gfer	1077.156	868.4925	874.4975	820.3425	1025.827	1000.98	965.022	1032.728	953.0665	1108.607	1023.3665	911.754	630.5425	820.533	780.878	763.751
Sash3	2697.15	2725.72	3412.99	3240.05	2495.53	1769.9	2263.62	2359.89	2358.59	1490.6	1659.14	1643.06	1451.71	721.756	774.932	710.38
Fth1	34487.25	33415.95	33542.05	38433.4	33518.4	31393.4	31481.8	35916.25	33376.75	35346.9	36877.85	35271.5	39137.05	35849.3	31958.05	38200.75
Ace	56.103845	36.60644	47.776005	34.43935	31.10385	72.73985	68.08855	91.2081	64.6094	40.78193	62.96205	59.56605	71.42773	57.92695	59.04355	94.673525
Themis2	1538.44	1711.94	1939.47	2262.86	10043.1	9195.77	9365.88	8694.37	7488.57	2760.01	4479.38	2984.69	16049.8	7743.11	8046.6	6683.62
Them4	85.2558	118.6744	135.119145	133.838155	80.362365	89.62085	90.846225	68.14695	88.46563	114.65785	142.608625	120.682855	113.524045	130.97735	181.37415	140.69454
Ttc19	108.5368	63.4675	101.36525	76.150025	66.945075	80.5331	55.9028	53.0917	97.218725	147.86275	120.01225	144.40425	64.33211	128.28805	105.5492	116.5114
Hspa1b	753.64175	638.37975	328.69025	404.19825	170.608675	314.4095	155.6765	155.312	1229.637	897.2315	941.7175	1575.62975	3403.0475	1510.92775	1493.55375	1902.12175
Bckdhb	198.435	292.508	247.536	220.937	201.644	238.163	221.796	229.733	97.1422	381.77	396.285	482.619	75.2303	188.454	155.234	193.386
Spg7	297.09768	256.726815	291.56087	292.18144	243.39615	255.81304	274.8581	267.199415	193.651495	260.40848	213.660385	258.048405	215.02015	259.202065	224.38172	197.9753
Afg3l2	406.1063	354.72015	323.6539	335.8003	293.42765	282.97325	237.452	287.499	263.72055	341.333	344.63145	430.0586	211.5935	418.47575	374.15995	390.8975
Acsm2	18.0338025	35.4546375	20.3704375	26.25598875	25.676825	23.8588125	15.47402875	27.7996375	15.4080475	19.6112375	17.5554525	20.9849	21.1551025	22.874325	11.08353625	21.872600375
Ifnz	79.3377	89.2349	56.3325	83.2018	80.4124	39.3562	70.1752	44.2793	31.1506	32.214	62.2927	72.0785	81.5947	13.7982	39.7751	40.5942
Kmt2e	916.13071875	1132.5087125	1012.84138125	1033.15985625	766.60655	796.096225	792.08301875	778.60815625	763.97574375	722.27824375	722.8689375	682.05235625	724.0589625	822.7252125	736.85153125	821.24955625
Iglv1	8.95436	15.9791115	16.21347	9.43705	8.327795	10.86401	5.140605	10.47036	6.882855	3.767655	9.9685885	18.7827	2.83875	4.04232	8.044375	20.787065
Pars2	146.707	208.373	196.228	236.653	139.744	178.236	262.518	223.197	186.997	272.629	161.224	180.98	176.817	258.483	189.345	246.574
Zc3h12a	442.5432	157.8471	124.35905	130.7752	288.38845	178.18045	159.2945	149.07325	624.4115	613.501	634.42735	675.8882	682.0735	938.886	772.3415	791.2805
Fes	2352.585	2592.63	2658.11	2532.55	2970.39	2933.87	2905.6	3062.985	1190.715	1598.215	1522.34	1551.665	1234.57	1355.085	1301.325	1077.055
Nlrp6	9.12141	64.0007	33.9798	61.9801	53.4587	39.5034	36.2611	31.535	70.5512	63.3883	19.7787	39.8762	60.5075	75.2186	73.2148	93.3778
Cyp27b1	33.6846	0.659054	18.9629	17.0086	9.52961	3.16437	22.7582	12.5695	1.35051	1.84303	1.5391	19.6827	1.44128	6.11588	2.89132	1.20123
Hsd3b3	69.2	41.468875	37.37751	58.6201	10.269995	40.771	16.185895	11.19255	40.858175	31.65318	37.1761	30.37215	50.887555	72.2851	49.01445	41.5717
Irg1	3090.91	39.2826	5.97857	2.89765	9671.41	3502.78	2696.46	2338.94	24882.0	23297.1	26219.2	23520.2	27683.6	23522.7	23009.0	25835.6
Rab11fip5	3131.95	4424.72	4874.64	4882.13	1962.47	1821.295	2009.9885	1936.8095	1919.4215	2593.2565	2671.0335	2297.003	1633.6985	1474.962	1422.757	1239.8185
Slc25a51	1419.098	1775.2055	1766.14025	1908.5245	1163.354	1243.75425	1124.0015	1317.69325	913.335625	1544.209	1379.55875	1314.68225	786.622125	1280.478	1306.23075	1322.62125
Csf2	7.51475	5.46247	7.1506	3.59431	29.8027	2.29223	3.4424	5.85821	8.00423	2.81126	6.48982	10.4598	5.92704	19.2051	6.93344	3.62966
Naip6 	448.418	655.727	617.089	629.498	424.437	591.237	475.409	530.538	713.332	777.793	958.779	935.888	679.304	480.862	451.381	515.853
Adprhl2	405.326	435.454	377.979	454.202	292.946	265.014	370.527	194.495	276.38	361.217	197.451	237.332	262.018	163.556	183.643	210.288
C8b	14.4278	7.03414	48.2461	20.942	10.4814	7.48831	27.3203	5.65126	20.9712	1.72022	45.3242	2.99545	44.4619	10.1358	28.8114	10.9266
Trim32	467.877	537.335	556.663	486.728	336.822	395.69	381.914	447.809	314.19	281.002	301.695	284.803	254.351	189.23	262.909	255.421
Slc25a24	2315.1755	2561.582	2170.2375	2191.8135	1862.815	1749.2355	1805.4555	1927.7315	2492.6205	1266.0945	1173.599	1255.1225	2158.7955	1216.284	1263.7365	1247.4845
Adora2a	135.17235	40.453625	28.58822	66.85429	38.25704	9.40635	16.171605	9.31265	406.966	249.18745	288.57745	173.7464	277.10375	182.14125	121.93495	229.09425
Trat1	17.95233	10.131515	19.262675	17.20185	6.5201365	7.05432	14.65019	38.44615	19.438405	13.78885	9.335816	14.806595	10.029585	14.963225	27.6353255	17.885725
Abca8b	64.1275	26.98	41.3679	13.1699	39.996	31.2517	53.9538	25.0138	103.029	19.1788	24.9959	21.4094	80.7018	78.2981	58.0686	80.4785
Prkca	11.94467375	58.8660375	39.179939375	46.7858	5.88666625	43.3495825	12.200523125	19.16817	13.595271875	57.043236875	14.746123125	47.05245625	7.399171875	23.206785	8.81439375	11.773993125
Gm9798	43.3903	24.9251	67.076	16.1703	11.4642	84.2651	31.6231	6.11344	89.7318	20.2289	14.9509	80.6753	20.4836	62.28	52.7316	19.9772
Pip	2.68697	13.24336	3.8572	8.155865	9.86149	2.581875	11.19151	13.720975	12.56221	4.374145	1.288582	4.023195	7.415495	2.941505	3.65421	2.304945
Il22 	19.5274	4.20712	14.2544	19.1044	1.03043	1.84097	17.3405	15.9402	12.2302	18.701	30.1173	0.804097	21.2359	6.34033	0.830988	2.35289
Ptprj	164.148	66.0611	72.5389	114.732	178.129	108.604	110.321	114.023	101.365	98.0362	144.369	140.615	102.242	162.875	111.235	75.5636
Cd55 	26.1715	7.24483	1.01277	3.8739	6.37459	14.2606	10.2812	1.93836	3.72455	15.7475	16.6494	1.29492	37.3847	6.30285	14.8309	0.841064
Pou2f2	532.28725	142.473	150.1545	138.133275	244.22425	111.722925	106.812	98.1708525	404.18575	165.021575	205.41125	174.2765	330.9815	74.0139475	76.66125	71.523475
H2-T3	14.5321	41.27025	28.04705	30.46263	29.993925	31.933125	27.34505	36.27545	5.806215	35.499945	41.3115	63.87375	48.968945	31.42635	47.8582	32.441685
Lcn2	1041.57	2304.89	1328.36	1053.02	1247.98	1561.92	774.178	599.362	17059.9	12216.1	11581.6	11141.1	14637.8	4567.54	2500.41	2115.98
Erbb4	2.45486	0.955251	5.03182	1.11716	2.50772	7.68065	11.4376	2.45069	2.4018	2.91242	1.88299	1.97171	39.7547	2.49068	1.47158	0.957324
Tyms	18.25434	11.47583875	31.38715375	13.2122925	12.90197875	19.123275	13.80833275	22.22032375	24.7652975	11.92953375	18.31483125	5.85608875	17.89802875	9.89242375	10.315656125	12.13182875
Uqcrq	1141.33825	893.98145	928.5617	889.666825	1361.911775	1196.42785	1164.314425	1052.6995	1143.248975	1493.4986	1474.211325	1458.069625	1067.779775	1176.790325	1279.895025	1166.64015
Col3a1	21.9472	874.6	276.12165	344.9298	17.15169	251.95985	88.6903	101.42945	18.85485	526.09695	181.060215	127.7694	17.818335	225.3845	54.35265	71.66705
Mrps18c	3065.32	2313.86	3283.12	2501.71	3197.48	3386.9	3267.31	3443.5	3985.31	3866.79	4298.37	3640.11	5082.81	3428.72	3192.71	3364.82
Ndufaf7	358.318	387.416	346.416	397.786	295.903	316.613	332.598	304.157	199.271	246.067	208.066	250.7	134.968	167.85	189.351	212.596
Tmem173	601.734	659.22725	555.11	624.62225	3293.97	2965.8875	3219.335	3278.3	384.7985	299.615	325.92625	248.462	764.06775	622.17875	680.9575	694.5445
Ssbp1	826.71894375	922.3241375	940.05000625	916.29140625	802.57526875	807.44820625	769.37745625	779.3413375	804.5506075	845.95984375	896.98735	903.8154625	611.18537125	704.2622875	719.83487	670.86715
Otulin	3268.66	2160.38	2356.63	2123.11	1801.77	1340.51	1414.32	1434.74	2032.98	1289.52	1461.29	1304.26	1867.53	924.383	1215.58	949.89
Srgap2	1039.358125	652.052225	735.0914125	641.1443875	904.174	658.57925	647.5387125	581.6918875	926.87825	576.454525	957.511625	716.2043625	928.695375	518.2413	498.1697625	478.782525
Cd300lf	123.882	378.616	355.291	353.368	973.879	1598.22	1706.23	1800.17	1197.06	3144.14	2586.67	2389.38	3269.71	6115.38	4484.89	4293.49
Ndufaf4	936.1965	647.2155	619.509	662.0315	662.693	633.0705	522.653	500.405	489.3035	685.123	726.473	883.1775	354.997	730.5215	723.1305	673.537
Marc1	21.114	28.80795	24.83335	30.7952	22.0584	13.629765	45.5529	40.2038	16.45415	28.917	38.88455	38.2093	40.98545	29.1055	45.2781	47.79015
Dnm1l	586.3951375	578.4926875	522.08083	503.50465	577.163925	667.2933875	638.1458125	635.155425	608.5634875	589.54825	551.066975	541.009475	683.3337125	711.87957125	720.0384125	649.7361625
Timm9	101.7923	145.8315	165.80445	133.63705	125.07665	136.057	117.63475	118.7375	104.1795	174.115	141.1086	168.01785	82.81345	129.0842	158.55695	131.04655
C8a	4.10981	45.3776	41.7715	5.31715	25.1587	53.3054	34.0357	6.99357	4.64286	26.6598	37.8594	2.1142	42.9485	7.67993	1.10601	4.0761
AF251705	10507.5	11765.5	11939.4	13062.7	9183.38	6917.15	7135.81	7940.85	9268.63	7035.64	7387.76	6967.55	8017.65	5608.59	5341.9	5568.81
Mccc2	274.66675	263.9612	321.36535	318.582525	288.12295	288.8802	345.154325	336.010925	78.409675	147.136525	166.2634	190.1465	63.9675	95.12945	111.41465	107.83585
Samm50	3238.594925	3237.0561125	3048.104325	3518.391575	4050.132825	4033.530125	3762.236025	3623.6517	2831.6965	3991.756975	3999.30265	3715.2987	2395.4465	3133.717575	3343.039425	3057.91765
Gm3244 	4519.135	4516.6	4566.28	4573.72	4967.145	4974.665	5069.945	5042.675	3668.935	4440.34	4661.535	4547.385	3247.465	3343.62	3635.57	3511.525
Pgam5	1608.45	1471.91	1348.34	1409.64	1505.8	1572.18	1690.15	1668.07	1508.86	2002.03	1638.57	1618.35	1244.79	1563.95	1620.57	1736.96
Acsl5	6868.53	4667.64	4750.52	4727.73	6223.01	5703.83	5510.43	5482.27	9647.58	8574.81	9145.27	9351.75	7442.4	4028.99	4051.95	4170.41
Ptcd3	354.92825	357.98255	345.1584	325.88315	229.859245	290.33455	289.86445	244.9432	184.74975	264.18095	320.26615	258.8322	182.67655	311.6745	300.10095	339.1819
